,tfidf_kmeans,tfidf_dbscan,tfidf_hdbscan,fasttext_kmeans,fasttext_dbscan,fasttext_hdbscan,minilm_kmeans,minilm_dbscan,minilm_hdbscan
nmi,0.39193017126811835,0.0013914345060843166,0.027164823992746553,0.027166366685559506,0.00541323158232802,0.0070149543969631155,0.5395010752240349,0.0011313770578576636,0.010750776859562789
ari,0.23054778552003036,0.0014829512810601618,0.0026269018428697545,0.02582058840008242,0.0007791079319516163,0.002845359668974616,0.536406289735537,0.001251644821141268,0.006443212004959675
silhouette,0.007774657791636154,-0.24585570353464184,-0.23791317252893412,0.12095243042034677,0.5629295762764821,0.46815964672214283,0.07221219688653946,0.04834427684545517,0.03127380833029747
calinski,10.587688589331966,1.00126466621547,4.754318434523144,242.38041481556039,66.55755614098389,187.99983231360474,85.43470391543082,61.800112317383544,36.93450899094615
