,tfidf_kmeans,tfidf_dbscan,tfidf_hdbscan,tfidf_birch,fasttext_kmeans,fasttext_dbscan,fasttext_hdbscan,fasttext_birch,minilm_kmeans,minilm_dbscan,minilm_hdbscan,minilm_birch
nmi,0.3803958071726521,0.0013914345060843166,0.027164823992746553,0.301157800633813,0.027614502208219593,0.005106750352075419,0.007265644028197279,0.0008927764231327718,0.5305570586661208,0.0011313770578576636,0.011453490635426182,0.30641362701156033
ari,0.19565118335135612,0.0014829512810601618,0.0026269018428697545,0.00048193550759922563,0.025975563623044824,0.0008220257092663366,0.0028273897590232718,-7.855007077539332e-05,0.5320249314860371,0.001251644821141268,0.006531611977913838,0.001285406894402769
silhouette,0.008370605109731375,-0.24545799432146764,-0.23751560804254682,0.056930750607723464,0.12233805097116791,0.565293928103093,0.467814827776698,0.7444156014212246,0.0720212310552597,0.048238880932331085,0.031656742095947266,0.05667971074581146
calinski,10.595697257452391,1.0787821794433714,4.767150550342564,3.5790574557470807,242.5436908399333,66.29211635143771,188.02171488688137,22.898083046996614,85.40969346935697,61.77377831197521,24.581579123577438,3.4042863126355987
