,tfidf_kmeans,tfidf_dbscan,tfidf_hdbscan,fasttext_kmeans,fasttext_dbscan,fasttext_hdbscan,minilm_kmeans,minilm_dbscan,minilm_hdbscan
nmi,0.39414181701716694,0.0013914345060843166,0.02058008088097207,0.027366180543300072,0.004567962239592184,0.004812788435390438,0.5305570586661208,0.0011313770578576636,0.009397499454638244
ari,0.24475521378660822,0.0014829512810601618,0.005148885748325745,0.025991878108958016,0.0008884996990104482,0.0022841457599059693,0.5320249314860371,0.001251644821141268,0.005018749907327375
silhouette,0.007978812061083704,-0.24574020132824959,-0.20488185602382972,0.11478292171786798,0.5229726413481194,0.4520025061371003,0.06504185497760773,0.03544049337506294,0.027847331017255783
calinski,10.084022801491924,1.0240691202613341,1.465907100173807,226.3551932845826,57.53761750207245,173.26879778693623,80.64316643052241,58.611628568351456,23.244135396375654
