,tfidf_kmeans,tfidf_hdbscan,tfidf_birch,fasttext_kmeans,fasttext_hdbscan,fasttext_birch,minilm_kmeans,minilm_hdbscan,minilm_birch
nmi,0.3803958071726521,0.027164823992746553,0.301157800633813,0.027614502208219593,0.007265644028197279,0.0008927764231327718,0.5305570586661208,0.011453490635426182,0.30641362701156033
ari,0.19565118335135612,0.0026269018428697545,0.00048193550759922563,0.025975563623044824,0.0028273897590232718,-7.855007077539332e-05,0.5320249314860371,0.006531611977913838,0.001285406894402769
silhouette,0.008370605109719532,-0.2375156080425517,0.05693075058743418,0.12233805097118443,0.46781482777670186,0.7444156014212263,0.07202120125293732,0.03159274160861969,0.05667971074581146
calinski,10.595697257452422,4.767150550342572,3.579057455747082,242.5436908399332,188.0217148868813,22.89808304699661,85.40967466931458,24.581561934280145,3.4042861464672605
