,tfidf_kmeans,tfidf_hdbscan,tfidf_birch,fasttext_kmeans,fasttext_hdbscan,fasttext_birch,minilm_kmeans,minilm_hdbscan,minilm_birch
nmi,0.37699407824300774,0.027164823992746553,0.30130077499314273,0.027614502208219593,0.007169223803769515,0.0008927764231327718,0.5305570586661209,0.0107936757416823,0.30593295982932023
ari,0.19743699090749517,0.0026269018428697545,0.0005758399040024884,0.025975563623044824,0.0030085122422732332,-7.855007077539332e-05,0.5320249314860371,0.006135944398576287,0.0012973027463788437
silhouette,0.008362991864570372,-0.23791488327459773,0.0593751680009491,0.12234735661248551,0.468879475489195,0.744436343511366,0.07208217680454254,0.03129461407661438,0.057096004486083984
calinski,10.601284399300445,4.746998100447349,3.7370723732867557,242.58671930850556,187.86075763021563,22.902066002506277,85.44387061322892,36.8688424857211,3.4298715902713113
