,tfidf_kmeans,tfidf_dbscan,tfidf_hdbscan,fasttext_kmeans,fasttext_dbscan,fasttext_hdbscan,minilm_kmeans,minilm_dbscan,minilm_hdbscan
nmi,0.3730216091020245,0.011213526902189325,0.05606083942987995,0.027366180543300072,0.0031284543530562432,0.0070325259068378535,0.5321140397098574,0.13027602438199026,0.21411094568604175
ari,0.19012818335986378,-0.00015499275002035326,0.034602241320500986,0.025991878108958016,0.000641077737368923,0.0027974482388069817,0.5339963990475465,0.002566019389763523,0.017911124619062264
silhouette,0.008699958574482828,0.4126576247784457,0.06697796619466545,0.11478292171792233,0.6095654361512102,0.48986092023851824,0.06505723297595978,-0.11501886695623398,-0.07567261904478073
calinski,10.068814463659614,27.659638247404153,28.629754877682657,226.3551932845826,78.49691479079142,203.54913164920927,80.64313054023758,13.079789839978679,21.52123532308224
