,tfidf_kmeans,tfidf_hdbscan,tfidf_birch,fasttext_kmeans,fasttext_hdbscan,fasttext_birch,minilm_kmeans,minilm_hdbscan,minilm_birch
nmi,0.37699407824300774,0.027164823992746553,0.30130077499314273,0.027614502208219593,0.0070149543969631155,0.0008927764231327718,0.5395010752240349,0.010306767183466925,0.3054813804366339
ari,0.19743699090749517,0.0026269018428697545,0.0005758399040024884,0.025975563623044824,0.002845359668974616,-7.855007077539332e-05,0.536406289735537,0.004891157661734968,0.0012674885627044772
silhouette,0.008362991863805994,-0.23791488327600524,0.059375168006488656,0.12236418140600731,0.4681560752179827,0.7444446169615252,0.07222433388233185,0.03134480491280556,0.055878374725580215
calinski,10.60128439930043,4.74699810044734,3.7370723732867597,242.61022216856108,187.99597824955234,22.903932676866347,85.43780725476505,36.39498792452674,3.4309546803101645
